2.196,225.861,0.552
2.175,228.035,0.552
2.183,227.244,0.552
2.194,226.027,0.552
2.204,225.054,0.552
2.199,225.536,0.552
2.172,228.384,0.552
2.194,226.020,0.552
2.193,226.190,0.552
2.190,226.471,0.552
2.198,225.631,0.552
2.200,225.476,0.552
2.173,228.234,0.552
2.173,228.265,0.552
2.176,227.924,0.552
2.177,227.874,0.552
2.182,227.293,0.552
2.199,225.530,0.552
2.184,227.062,0.552
2.197,225.771,0.552
2.196,225.909,0.552
2.186,226.905,0.552
2.191,226.394,0.552
2.181,227.453,0.552
2.188,226.735,0.552
2.197,225.759,0.552
2.196,225.853,0.552
2.188,226.739,0.552
2.205,224.970,0.552
2.198,225.706,0.552
2.195,226.008,0.552
2.185,227.007,0.552
2.201,225.311,0.552
2.203,225.187,0.552
2.190,226.443,0.552
2.184,227.145,0.552
2.175,228.028,0.552
2.191,226.386,0.552
2.217,223.755,0.552
2.163,229.325,0.552
2.159,229.730,0.552
2.191,226.364,0.552
2.198,225.682,0.552
2.192,226.283,0.552
2.188,226.653,0.552
2.202,225.233,0.552
2.188,226.730,0.552
2.194,226.082,0.552
2.189,226.587,0.552
2.183,227.195,0.552
2.181,227.407,0.552
2.199,225.555,0.552
2.210,224.409,0.552
2.171,228.446,0.552
2.184,227.110,0.552
2.180,227.486,0.552
2.183,227.202,0.552
2.178,227.712,0.552
2.195,225.942,0.552
2.200,225.420,0.552
2.177,227.853,0.552
2.205,224.913,0.552
2.199,225.590,0.552
2.195,225.940,0.552
2.189,226.578,0.552
2.191,226.363,0.552
2.192,226.305,0.552
2.187,226.775,0.552
2.179,227.625,0.552
2.196,225.814,0.552
2.178,227.681,0.552
2.187,226.802,0.552
2.180,227.509,0.552
2.185,226.993,0.552
2.200,225.482,0.552
2.203,225.133,0.552
2.191,226.405,0.552
2.206,224.866,0.552
2.188,226.687,0.552
2.198,225.654,0.552
2.202,225.205,0.552
2.188,226.664,0.552
2.181,227.404,0.552
2.186,226.863,0.552
2.196,225.824,0.552
2.188,226.674,0.552
2.188,226.672,0.552
2.187,226.811,0.552
2.185,226.998,0.552
2.188,226.653,0.552
2.188,226.729,0.552
2.196,225.833,0.552
2.199,225.591,0.552
2.175,228.018,0.552
2.217,223.706,0.552
2.154,230.272,0.552
2.190,226.506,0.552
2.182,227.350,0.552
2.193,226.218,0.552
2.196,225.818,0.552
