2.100,236.208,0.552
2.098,236.410,0.552
2.095,236.779,0.552
2.111,235.001,0.552
2.098,236.413,0.552
2.101,236.111,0.552
2.096,236.610,0.552
2.108,235.290,0.552
2.125,233.363,0.552
2.096,236.646,0.552
2.098,236.394,0.552
2.102,235.936,0.552
2.125,233.374,0.552
2.091,237.195,0.552
2.115,234.541,0.552
2.087,237.678,0.552
2.097,236.580,0.552
2.117,234.311,0.552
2.104,235.756,0.552
2.100,236.239,0.552
2.092,237.133,0.552
2.113,234.703,0.552
2.101,236.075,0.552
2.107,235.370,0.552
2.117,234.267,0.552
2.098,236.407,0.552
2.098,236.397,0.552
2.092,237.149,0.552
2.101,236.100,0.552
2.097,236.554,0.552
2.108,235.316,0.552
2.093,236.978,0.552
2.095,236.708,0.552
2.092,237.116,0.552
2.129,232.919,0.552
2.100,236.219,0.552
2.120,234.015,0.552
2.105,235.606,0.552
2.099,236.305,0.552
2.093,236.973,0.552
2.100,236.178,0.552
2.082,238.208,0.552
2.100,236.221,0.552
2.090,237.325,0.552
2.095,236.784,0.552
2.104,235.773,0.552
2.091,237.158,0.552
2.100,236.155,0.552
2.094,236.914,0.552
2.100,236.194,0.552
2.101,236.022,0.552
2.102,235.992,0.552
2.093,237.034,0.552
2.091,237.169,0.552
2.098,236.465,0.552
2.134,232.450,0.552
2.102,235.919,0.552
2.096,236.601,0.552
2.105,235.675,0.552
2.118,234.207,0.552
2.093,237.009,0.552
2.093,236.950,0.552
2.108,235.262,0.552
2.106,235.508,0.552
2.091,237.236,0.552
2.094,236.815,0.552
2.096,236.636,0.552
2.112,234.806,0.552
2.113,234.682,0.552
2.096,236.682,0.552
2.098,236.376,0.552
2.100,236.163,0.552
2.096,236.627,0.552
2.123,233.593,0.552
2.089,237.400,0.552
2.092,237.051,0.552
2.109,235.157,0.552
2.085,237.924,0.552
2.098,236.370,0.552
2.106,235.557,0.552
2.102,235.971,0.552
2.110,235.023,0.552
2.090,237.318,0.552
2.100,236.239,0.552
2.100,236.146,0.552
2.094,236.830,0.552
2.101,236.115,0.552
2.101,236.064,0.552
2.091,237.200,0.552
2.105,235.620,0.552
2.110,235.074,0.552
2.101,236.030,0.552
2.100,236.206,0.552
2.094,236.858,0.552
2.117,234.302,0.552
2.102,236.021,0.552
2.092,237.061,0.552
2.101,236.130,0.552
2.102,235.947,0.552
2.098,236.441,0.552
