2.181,227.412,0.552
2.175,228.046,0.552
2.142,231.582,0.552
2.190,226.535,0.552
2.159,229.737,0.552
2.167,228.841,0.552
2.162,229.380,0.552
2.142,231.526,0.552
2.141,231.643,0.552
2.149,230.777,0.552
2.145,231.248,0.552
2.154,230.232,0.552
2.151,230.586,0.552
2.167,228.930,0.552
2.170,228.587,0.552
2.170,228.597,0.552
2.154,230.311,0.552
2.175,228.072,0.552
2.171,228.432,0.552
2.154,230.269,0.552
2.163,229.332,0.552
2.180,227.506,0.552
2.166,228.982,0.552
2.182,227.323,0.552
2.152,230.509,0.552
2.181,227.388,0.552
2.156,230.064,0.552
2.145,231.182,0.552
2.152,230.464,0.552
2.167,228.864,0.552
2.171,228.463,0.552
2.149,230.800,0.552
2.156,230.078,0.552
2.161,229.562,0.552
2.165,229.049,0.552
2.181,227.431,0.552
2.210,224.395,0.552
2.152,230.451,0.552
2.181,227.397,0.552
2.199,225.574,0.552
2.169,228.657,0.552
2.165,229.083,0.552
2.196,225.873,0.552
2.176,227.891,0.552
2.175,228.002,0.552
2.152,230.442,0.552
2.157,229.958,0.552
2.161,229.573,0.552
2.159,229.694,0.552
2.167,228.908,0.552
2.167,228.904,0.552
2.150,230.674,0.552
2.167,228.921,0.552
2.184,227.120,0.552
2.151,230.634,0.552
2.193,226.135,0.552
2.152,230.450,0.552
2.161,229.527,0.552
2.154,230.270,0.552
2.168,228.759,0.552
2.184,227.132,0.552
2.162,229.418,0.552
2.150,230.744,0.552
2.173,228.280,0.552
2.167,228.928,0.552
2.156,230.107,0.552
2.167,228.884,0.552
2.169,228.707,0.552
2.171,228.487,0.552
2.191,226.332,0.552
2.203,225.168,0.552
2.181,227.392,0.552
2.171,228.426,0.552
2.177,227.822,0.552
2.167,228.844,0.552
2.146,231.103,0.552
2.165,229.064,0.552
2.177,227.874,0.552
2.130,232.814,0.552
2.162,229.390,0.552
2.177,227.793,0.552
2.166,228.968,0.552
2.157,229.980,0.552
2.161,229.512,0.552
2.162,229.390,0.552
2.180,227.487,0.552
2.142,231.611,0.552
2.191,226.367,0.552
2.145,231.189,0.552
2.163,229.267,0.552
2.190,226.533,0.552
2.148,230.935,0.552
2.178,227.771,0.552
2.169,228.678,0.552
2.170,228.559,0.552
2.156,230.071,0.552
2.149,230.791,0.552
2.156,230.084,0.552
2.160,229.622,0.552
2.176,227.930,0.552
