2.202,225.298,0.552
2.195,225.992,0.552
2.195,225.972,0.552
2.196,225.844,0.552
2.195,225.977,0.552
2.192,226.244,0.552
2.192,226.298,0.552
2.194,226.096,0.552
2.190,226.509,0.552
2.192,226.318,0.552
2.193,226.219,0.552
2.191,226.376,0.552
2.195,225.996,0.552
2.190,226.439,0.552
2.205,224.940,0.552
2.189,226.616,0.552
2.191,226.360,0.552
2.190,226.459,0.552
2.192,226.248,0.552
2.192,226.268,0.552
2.192,226.292,0.552
2.193,226.214,0.552
2.195,225.934,0.552
2.191,226.379,0.552
2.194,226.060,0.552
2.190,226.437,0.552
2.191,226.356,0.552
2.192,226.301,0.552
2.250,220.480,0.552
2.194,226.109,0.552
2.195,225.989,0.552
2.192,226.312,0.552
2.193,226.176,0.552
2.195,225.971,0.552
2.190,226.527,0.552
2.195,225.936,0.552
2.190,226.440,0.552
2.196,225.867,0.552
2.193,226.164,0.552
2.192,226.267,0.552
2.194,226.057,0.552
2.192,226.243,0.552
2.253,220.150,0.552
2.195,225.991,0.552
2.192,226.303,0.552
2.195,226.004,0.552
2.190,226.494,0.552
2.194,226.069,0.552
2.193,226.155,0.552
2.191,226.372,0.552
2.192,226.290,0.552
2.192,226.256,0.552
2.191,226.412,0.552
2.192,226.228,0.552
2.191,226.332,0.552
2.192,226.245,0.552
2.250,220.492,0.552
2.195,225.974,0.552
2.192,226.248,0.552
2.192,226.304,0.552
2.190,226.453,0.552
2.195,225.956,0.552
2.192,226.302,0.552
2.191,226.422,0.552
2.190,226.524,0.552
2.190,226.434,0.552
2.192,226.315,0.552
2.192,226.307,0.552
2.193,226.183,0.552
2.190,226.435,0.552
2.251,220.395,0.552
2.192,226.255,0.552
2.188,226.734,0.552
2.189,226.554,0.552
2.192,226.310,0.552
2.192,226.293,0.552
2.190,226.499,0.552
2.191,226.336,0.552
2.191,226.338,0.552
2.193,226.154,0.552
2.194,226.122,0.552
2.192,226.316,0.552
2.193,226.202,0.552
2.188,226.658,0.552
2.192,226.251,0.552
2.195,225.972,0.552
2.190,226.451,0.552
2.192,226.247,0.552
2.191,226.356,0.552
2.195,225.995,0.552
2.191,226.361,0.552
2.195,225.980,0.552
2.192,226.310,0.552
2.190,226.463,0.552
2.194,226.047,0.552
2.195,225.986,0.552
2.195,226.011,0.552
2.191,226.358,0.552
2.204,225.000,0.552
2.192,226.290,0.552
