0.115, 8.671
0.064, 15.721
0.048, 21.000
0.043, 23.143
0.044, 22.938
0.044, 22.939
0.044, 22.925
0.044, 22.932
0.044, 22.930
0.044, 22.926
0.044, 22.935
0.044, 22.936
0.044, 22.934
0.044, 22.927
0.044, 22.950
0.044, 22.940
0.044, 22.941
0.044, 22.936
0.044, 22.930
0.044, 22.935
0.044, 22.932
0.044, 22.938
0.044, 22.928
0.044, 22.934
0.044, 22.935
0.044, 22.929
0.044, 22.924
0.044, 22.933
0.044, 22.918
0.044, 22.940
0.044, 22.938
0.044, 22.943
0.044, 22.935
0.044, 22.942
0.044, 22.928
0.044, 22.925
0.044, 22.917
0.043, 23.005
0.043, 22.994
0.044, 22.940
0.044, 22.937
0.056, 17.825
0.056, 17.822
0.052, 19.392
0.056, 17.808
0.056, 17.803
0.052, 19.385
0.056, 17.811
0.056, 17.811
0.056, 17.812
0.052, 19.382
0.056, 17.820
0.056, 17.800
0.056, 17.823
0.048, 21.003
0.056, 17.806
0.056, 17.811
0.056, 17.814
0.052, 19.364
0.044, 22.930
0.044, 22.923
0.044, 22.937
0.044, 22.931
0.044, 22.943
0.044, 22.933
0.044, 22.944
0.044, 22.944
0.044, 22.947
0.044, 22.928
0.044, 22.940
0.044, 22.935
0.044, 22.941
0.044, 22.949
0.044, 22.946
0.044, 22.953
0.044, 22.943
0.044, 22.945
0.044, 22.958
0.044, 22.960
0.044, 22.952
0.044, 22.952
0.044, 22.953
0.044, 22.935
0.044, 22.932
0.044, 22.952
0.044, 22.939
0.044, 22.965
0.044, 22.945
0.044, 22.935
0.044, 22.944
0.044, 22.934
0.044, 22.928
0.044, 22.944
0.044, 22.924
0.044, 22.942
0.044, 22.950
0.044, 22.947
0.044, 22.919
0.044, 22.930
0.044, 22.937
0.044, 22.929
0.044, 22.935
0.044, 22.926
0.044, 22.933
0.044, 22.932
0.044, 22.933
0.044, 22.939
0.044, 22.969
0.044, 22.930
0.044, 22.942
0.044, 22.842
0.044, 22.939
0.044, 22.863
0.044, 22.940
0.044, 22.915
0.044, 22.927
0.044, 22.922
0.044, 22.927
0.044, 22.925
0.044, 22.928
0.044, 22.934
0.044, 22.948
0.044, 22.934
0.044, 22.937
0.044, 22.937
0.044, 22.920
0.044, 22.933
0.044, 22.932
0.044, 22.924
0.044, 22.942
0.044, 22.936
0.044, 22.948
0.044, 22.935
0.044, 22.944
0.044, 22.935
0.044, 22.936
0.044, 22.937
0.044, 22.928
0.044, 22.918
0.044, 22.936
0.044, 22.936
0.044, 22.944
0.044, 22.940
0.044, 22.934
0.044, 22.957
0.044, 22.941
0.044, 22.922
0.044, 22.935
0.044, 22.934
0.044, 22.942
0.044, 22.938
0.044, 22.938
0.044, 22.918
0.044, 22.926
0.044, 22.943
0.044, 22.943
0.044, 22.937
0.044, 22.932
0.044, 22.930
0.044, 22.919
0.044, 22.932
0.044, 22.926
0.044, 22.933
0.044, 22.941
0.044, 22.933
0.044, 22.929
0.044, 22.935
0.044, 22.934
0.044, 22.938
0.044, 22.936
0.044, 22.926
0.044, 22.928
0.044, 22.938
0.044, 22.935
0.044, 22.929
0.044, 22.931
0.044, 22.939
0.044, 22.926
0.044, 22.934
0.044, 22.924
0.044, 22.919
0.044, 22.930
0.044, 22.928
0.044, 22.926
0.044, 22.932
0.044, 22.926
0.044, 22.924
0.044, 22.952
0.044, 22.940
0.044, 22.938
0.044, 22.944
0.044, 22.931
0.044, 22.929
0.044, 22.945
0.044, 22.931
0.044, 22.945
0.044, 22.934
0.044, 22.937
0.044, 22.929
0.044, 22.935
0.044, 22.946
0.044, 22.937
0.044, 22.927
0.044, 22.931
0.044, 22.935
0.044, 22.931
0.044, 22.938
0.044, 22.956
0.044, 22.931
0.044, 22.934
0.044, 22.938
0.044, 22.928
0.044, 22.934
0.044, 22.932
0.044, 22.929
0.044, 22.958
0.044, 22.950
0.044, 22.925
0.044, 22.926
0.044, 22.928
0.044, 22.932
0.044, 22.935
0.044, 22.929
0.044, 22.931
0.044, 22.932
0.044, 22.926
0.044, 22.933
0.044, 22.945
0.044, 22.935
0.044, 22.927
0.044, 22.939
0.044, 22.923
0.044, 22.942
0.044, 22.921
0.044, 22.936
0.044, 22.937
0.044, 22.940
0.044, 22.946
0.044, 22.928
0.044, 22.937
0.044, 22.931
0.044, 22.926
0.044, 22.935
0.044, 22.923
0.044, 22.933
0.044, 22.924
0.044, 22.929
0.044, 22.951
0.044, 22.928
0.044, 22.930
0.044, 22.947
0.044, 22.945
0.044, 22.937
0.044, 22.938
0.044, 22.926
0.044, 22.937
0.044, 22.950
0.044, 22.924
0.044, 22.950
0.044, 22.928
0.044, 22.936
0.044, 22.935
0.044, 22.927
0.044, 22.921
0.044, 22.936
0.044, 22.947
0.044, 22.934
0.044, 22.939
0.044, 22.941
0.044, 22.935
0.044, 22.921
0.044, 22.942
0.044, 22.926
0.044, 22.923
0.044, 22.922
0.044, 22.933
0.044, 22.929
0.044, 22.936
0.044, 22.934
0.044, 22.930
0.044, 22.937
0.044, 22.935
0.044, 22.928
0.044, 22.939
0.044, 22.934
0.044, 22.932
0.044, 22.936
0.044, 22.939
0.044, 22.920
0.044, 22.925
0.044, 22.934
0.044, 22.922
0.044, 22.920
0.044, 22.944
0.044, 22.936
0.044, 22.935
0.044, 22.922
0.044, 22.915
0.044, 22.934
0.044, 22.948
0.044, 22.923
0.044, 22.948
0.044, 22.945
0.048, 20.993
0.048, 20.993
0.048, 20.993
0.048, 20.990
0.048, 21.002
0.056, 17.979
0.056, 17.985
0.056, 17.908
0.056, 17.945
0.048, 21.002
0.048, 21.011
0.048, 21.015
0.048, 20.999
0.048, 21.003
0.048, 21.006
0.048, 20.999
0.048, 21.010
0.048, 21.006
